ID,nivel_de_satisfaccion,ultima_evaluacion,cantidad_proyectos,promedio_horas_mensuales_trabajadas,años_en_la_empresa,tuvo_un_accidente_laboral,promociones_ultimos_5_anios,area,salario,se_fue
2896,0.44,0.5,2,132,3,0,0,tecnica,bajo,si
8321,0.43,0.49,2,135,3,0,0,contabilidad,medio,si
3593,0.57,0.54,3,140,3,0,0,marketing,bajo,no
6458,0.24,0.57,5,232,3,0,0,ventas,medio,no
1824,0.85,0.62,2,280,4,0,0,ImásD,bajo,no
3155,0.18,0.67,5,285,5,0,0,contabilidad,bajo,no
7618,0.93,0.5,2,135,3,0,0,tecnica,alto,no
976,0.19,0.94,4,196,5,0,0,tecnica,bajo,no
4941,0.67,0.6,4,209,2,0,0,tecnica,bajo,no
5517,0.4,0.42,3,146,2,1,0,RRHH,medio,no
4633,0.44,0.65,3,271,4,0,0,ventas,bajo,si
7808,0.62,0.73,3,138,3,0,0,ImásD,medio,no
356,0.11,0.89,6,250,4,0,0,ImásD,bajo,si
9863,0.96,0.5,3,217,2,1,0,TI,bajo,no
9044,0.54,0.44,3,153,2,0,0,tecnica,bajo,no
8721,0.75,0.99,2,237,5,1,0,gestión de productos,bajo,no
7856,0.84,0.97,5,251,5,0,0,soporte,medio,si
3515,0.7,0.59,4,178,3,0,0,ventas,bajo,no
1459,0.65,0.68,3,268,2,1,0,tecnica,bajo,no
3339,0.1,0.81,6,309,4,0,0,tecnica,bajo,si
6424,0.64,0.48,2,157,2,0,0,ventas,medio,no
8678,0.61,0.97,3,137,3,0,0,contabilidad,bajo,no
2546,0.11,0.97,6,284,4,0,0,ventas,bajo,si
9085,0.44,0.51,2,152,3,0,0,gestión de productos,medio,si
315,0.58,0.9,3,212,3,0,0,RRHH,medio,no
6194,0.72,0.69,4,149,2,0,0,dirección,medio,no
7520,0.46,0.87,5,254,5,1,0,ventas,bajo,no
5168,0.67,0.61,3,202,2,0,0,tecnica,medio,no
69,0.6,0.6,4,147,3,0,0,soporte,bajo,no
3642,0.18,0.46,5,202,4,0,0,soporte,medio,no
5602,0.59,0.76,4,234,3,0,0,ventas,alto,no
221,0.98,0.57,5,141,3,0,1,ventas,alto,no
6607,0.94,0.82,4,159,2,1,0,soporte,bajo,no
5832,0.75,0.9,4,185,3,0,0,contabilidad,bajo,no
2063,0.89,0.7,4,235,2,1,0,contabilidad,alto,no
5827,0.89,0.99,4,205,2,0,1,ventas,medio,no
5246,0.74,0.42,3,131,3,0,0,ventas,medio,no
1344,0.82,0.93,4,185,2,0,0,ImásD,medio,no
5230,0.61,0.52,3,224,3,0,0,RRHH,bajo,no
7264,0.66,0.46,4,204,4,0,0,gestión de productos,bajo,no
6643,0.9,0.97,4,258,5,0,0,contabilidad,bajo,si
6097,0.73,0.99,3,241,3,0,0,ImásD,bajo,no
8337,0.49,0.63,6,265,3,0,0,tecnica,bajo,si
4615,0.16,0.96,5,137,5,1,0,tecnica,bajo,no
3147,0.15,0.56,4,214,5,0,0,ventas,alto,no
9281,0.73,0.94,3,177,3,0,0,tecnica,bajo,no
6398,0.41,0.47,2,145,3,0,0,tecnica,bajo,si
5590,0.83,0.94,4,243,3,0,0,tecnica,bajo,no
6148,0.74,0.83,3,170,3,0,0,dirección,bajo,no
9218,0.96,0.83,4,132,6,0,0,tecnica,alto,no
1361,0.59,0.62,3,178,4,0,0,tecnica,medio,no
4667,0.99,0.72,3,119,2,1,0,marketing,bajo,no
629,0.77,0.58,2,247,2,1,0,ImásD,medio,no
5513,0.94,0.67,4,191,3,1,0,gestión de productos,alto,no
9193,0.37,0.7,2,188,2,0,0,ventas,alto,no
2204,0.51,0.97,4,258,2,0,0,ventas,medio,no
8075,0.78,0.59,5,236,3,0,0,tecnica,alto,no
5240,0.5,0.38,5,175,4,0,0,tecnica,alto,no
7847,0.55,0.62,5,226,3,0,0,TI,medio,no
845,0.49,0.79,5,206,2,0,0,soporte,medio,no
4154,0.43,0.96,3,109,6,0,0,tecnica,bajo,no
804,0.87,0.9,5,252,5,0,0,TI,bajo,si
728,0.87,0.62,5,197,2,0,0,ventas,bajo,no
8579,0.37,0.63,4,167,3,0,0,TI,bajo,no
9269,0.77,0.86,5,238,3,0,0,dirección,alto,no
2378,0.83,0.71,3,234,4,0,0,contabilidad,alto,no
2070,0.76,0.7,3,136,2,0,0,RRHH,alto,no
4921,0.65,1,4,229,4,0,0,gestión de productos,bajo,no
6462,0.97,0.51,4,241,4,0,0,RRHH,medio,no
400,0.81,0.64,6,176,5,0,0,RRHH,bajo,no
7717,0.73,0.63,3,205,2,1,0,RRHH,bajo,no
9633,0.78,0.52,5,192,3,1,0,tecnica,bajo,no
1399,0.1,0.87,6,290,4,0,0,soporte,bajo,si
2555,0.37,0.47,2,148,3,0,0,RRHH,bajo,si
6645,0.49,0.57,3,192,3,0,0,tecnica,medio,no
1433,0.61,0.47,2,149,3,0,0,ventas,medio,no
6180,0.57,0.64,3,188,3,0,0,dirección,medio,no
6673,0.66,0.65,3,272,10,0,0,TI,medio,no
3667,0.68,0.72,4,274,3,0,0,tecnica,medio,no
8867,0.5,0.53,3,121,4,0,0,soporte,bajo,no
2525,0.41,0.54,2,145,3,0,0,soporte,bajo,si
8492,0.19,0.61,3,272,4,0,0,ventas,bajo,no
7317,0.85,0.98,5,222,3,0,1,ventas,medio,no
1906,0.53,0.95,2,101,5,0,0,tecnica,medio,no
175,0.74,0.7,4,260,2,0,0,soporte,bajo,no
7506,0.15,0.59,5,209,4,1,0,soporte,medio,no
2018,0.87,0.63,3,143,3,1,0,TI,bajo,no
5076,0.91,0.6,4,133,4,1,0,ventas,medio,no
585,0.36,0.51,2,157,3,0,0,RRHH,medio,si
7519,0.71,0.87,4,238,3,0,0,ventas,bajo,no
7125,0.16,0.99,3,213,6,1,1,ImásD,medio,no
6733,0.98,0.96,5,139,3,0,0,soporte,medio,no
8845,0.6,0.75,4,144,2,0,0,ventas,bajo,no
6056,0.11,0.85,7,244,4,0,0,soporte,bajo,si
2325,0.62,0.89,3,201,3,0,0,tecnica,medio,no
8270,0.8,0.75,3,134,4,0,0,ventas,medio,no
7745,0.37,0.54,2,152,3,0,0,marketing,medio,si
7649,0.09,0.83,6,255,4,0,0,ventas,bajo,si
8501,0.87,0.91,5,228,5,0,0,soporte,bajo,si
5906,0.81,0.55,3,199,2,1,0,TI,medio,no
7824,0.9,0.93,3,209,3,0,0,gestión de productos,medio,no
1830,0.75,0.99,5,221,5,0,0,gestión de productos,bajo,si
4785,0.77,0.57,5,162,3,0,0,marketing,alto,no
8439,0.6,0.71,5,263,2,1,0,TI,medio,no
453,0.93,0.62,4,142,2,0,0,TI,medio,no
7602,0.83,0.99,5,132,3,0,0,tecnica,bajo,no
5326,0.09,0.77,6,282,5,0,0,ventas,medio,si
7769,0.86,0.96,4,196,3,0,0,ventas,bajo,no
3573,0.89,0.65,5,195,6,0,0,soporte,bajo,si
7839,0.69,0.52,3,186,3,0,0,TI,medio,no
5263,0.71,0.54,4,198,3,0,0,TI,bajo,no
155,0.55,0.59,3,231,4,0,0,RRHH,medio,no
1261,0.71,0.59,5,245,2,0,0,dirección,medio,no
6928,0.72,0.39,5,111,5,0,0,soporte,bajo,no
1185,0.79,0.67,4,152,3,0,0,tecnica,medio,no
7975,0.09,0.94,6,283,5,0,0,TI,bajo,si
1887,1,0.87,4,256,3,0,0,TI,bajo,no
2411,0.99,0.5,5,214,2,0,0,tecnica,bajo,no
8037,0.54,0.64,6,278,2,0,0,tecnica,medio,no
237,0.61,0.84,5,104,4,0,0,ventas,bajo,no
6977,0.58,0.87,3,268,2,0,0,ventas,bajo,no
7412,0.35,0.59,5,268,3,0,0,contabilidad,bajo,no
7283,0.13,0.67,3,181,4,0,0,tecnica,bajo,no
9636,0.56,0.51,5,256,4,1,0,ventas,bajo,no
3380,0.85,0.95,4,171,3,0,0,tecnica,medio,no
9139,0.37,0.51,2,153,3,0,0,TI,alto,no
8669,0.11,0.84,6,298,4,0,0,ventas,bajo,si
6922,0.14,0.61,6,291,5,0,0,RRHH,medio,si
9679,0.45,0.46,2,149,3,0,0,ventas,bajo,si
3884,0.71,0.72,4,177,3,0,0,contabilidad,bajo,no
4071,0.3,0.89,5,257,5,0,0,ImásD,bajo,si
1314,0.53,0.89,3,167,2,0,0,gestión de productos,bajo,no
8990,0.91,0.81,4,139,2,0,0,tecnica,alto,no
853,0.91,0.49,2,180,3,0,0,soporte,bajo,no
4736,0.22,0.91,6,222,8,0,0,tecnica,bajo,no
4203,0.67,0.61,3,251,2,0,0,marketing,bajo,no
1756,0.37,0.57,2,158,3,0,0,tecnica,bajo,si
6950,0.63,0.59,4,171,4,0,0,ImásD,bajo,no
1531,0.69,0.9,4,148,2,0,0,ventas,bajo,no
3251,0.32,0.55,4,283,4,0,0,gestión de productos,bajo,no
6815,0.98,0.78,4,155,3,1,0,tecnica,bajo,no
1836,0.52,0.96,6,166,5,1,0,tecnica,medio,no
8788,0.4,0.61,3,165,2,0,0,ImásD,bajo,no
6751,0.97,0.63,5,163,3,0,0,tecnica,bajo,no
4769,0.87,0.54,4,162,2,0,0,ventas,bajo,no
6603,0.83,0.6,4,161,2,0,0,dirección,alto,no
3676,0.66,0.59,3,145,3,0,0,RRHH,medio,no
9621,0.95,0.66,4,223,10,0,0,TI,bajo,no
1302,0.69,0.73,4,257,10,1,0,ventas,medio,no
9404,0.99,0.94,3,244,3,0,0,TI,alto,no
8671,0.41,0.47,2,154,3,0,0,ventas,bajo,si
1464,0.85,0.76,4,262,2,0,0,TI,bajo,no
4376,0.41,0.55,2,151,3,0,0,ventas,bajo,si
5167,0.99,0.7,5,195,3,0,0,soporte,bajo,no
8511,0.92,0.49,5,259,3,1,0,soporte,medio,no
2504,0.89,0.64,4,151,5,0,0,ventas,alto,no
4205,0.59,0.37,3,125,2,0,0,ImásD,medio,no
39,0.49,0.58,5,246,3,1,0,ventas,medio,no
2846,0.68,0.99,3,159,2,0,0,contabilidad,medio,no
4902,0.48,0.87,3,221,2,0,0,ventas,medio,no
4686,0.84,0.85,4,249,6,0,0,marketing,bajo,si
6289,0.76,0.79,5,187,4,0,0,RRHH,medio,no
906,0.63,0.61,6,118,2,0,0,TI,bajo,no
5097,0.71,0.53,5,162,2,0,0,ventas,bajo,no
1549,0.09,0.87,6,266,4,0,0,soporte,medio,si
4508,0.69,0.94,4,235,3,0,0,dirección,medio,no
5339,0.32,0.69,5,157,4,0,0,contabilidad,bajo,no
4057,0.17,0.61,6,154,10,1,0,ventas,medio,no
2838,0.29,0.85,4,211,2,0,0,gestión de productos,bajo,no
5363,0.37,0.52,2,159,3,0,0,ventas,bajo,si
8412,0.9,0.96,5,243,5,0,0,tecnica,medio,si
1772,0.09,0.85,6,297,4,0,0,RRHH,medio,si
3486,0.83,0.95,5,230,5,0,0,TI,medio,si
608,0.83,0.75,6,215,5,0,0,ventas,medio,no
1977,0.91,0.82,4,238,2,0,0,dirección,bajo,no
4251,0.56,0.93,4,210,3,1,0,tecnica,bajo,no
167,0.36,0.4,4,114,4,1,0,tecnica,bajo,no
1619,0.7,0.84,3,260,4,1,0,soporte,medio,no
4880,0.53,0.97,4,254,3,0,0,ventas,bajo,no
5498,0.64,0.78,5,148,4,0,0,ventas,alto,no
5956,0.98,0.61,4,265,2,1,0,tecnica,medio,no
562,0.73,1,4,146,3,0,0,ventas,medio,no
757,0.72,0.51,3,254,2,0,0,ventas,bajo,no
7253,0.65,0.7,4,157,4,0,0,soporte,medio,no
7133,0.98,0.63,3,137,3,0,0,soporte,medio,no
8097,0.4,0.47,2,144,3,0,0,RRHH,medio,si
4979,0.37,0.53,2,143,3,0,0,soporte,bajo,si
1198,0.73,0.99,3,160,3,0,0,ventas,medio,no
6970,0.53,0.53,4,257,2,0,0,dirección,alto,no
7061,0.61,0.85,4,273,3,0,0,ImásD,bajo,no
7870,0.93,0.97,4,158,3,1,0,tecnica,medio,no
7665,0.75,0.5,4,155,2,1,0,RRHH,bajo,no
9861,0.39,0.55,2,146,3,0,0,ventas,bajo,si
2797,0.72,0.5,4,245,3,0,0,soporte,medio,no
3522,0.34,0.82,6,202,3,0,0,ventas,bajo,no
3556,0.76,0.99,3,166,3,0,0,ventas,medio,no
5959,0.4,0.5,2,141,3,1,0,tecnica,bajo,si
6301,0.45,0.88,5,268,3,1,0,soporte,medio,no
8308,0.93,0.62,3,231,6,0,0,RRHH,medio,no
5583,0.86,0.88,4,220,2,0,0,gestión de productos,bajo,no
3793,0.95,0.78,4,245,3,0,0,ventas,bajo,no
507,0.76,0.89,4,181,3,0,0,TI,bajo,no
288,0.28,0.94,6,167,3,1,0,ImásD,bajo,no
1816,0.98,0.73,2,237,3,0,0,ventas,medio,no
1669,0.62,0.67,5,259,3,0,0,tecnica,medio,no
8483,0.75,0.88,3,224,2,0,0,ventas,bajo,no
4201,0.39,0.54,2,127,3,0,0,TI,bajo,si
5453,0.21,0.65,3,183,3,0,0,tecnica,bajo,no
1834,0.98,0.88,5,232,3,0,0,marketing,bajo,no
6841,0.94,0.83,2,185,3,1,0,tecnica,medio,no
3686,0.55,0.87,3,215,2,0,0,ImásD,medio,no
2007,0.76,0.87,5,262,5,0,0,soporte,bajo,si
2443,0.83,0.61,4,262,4,0,0,contabilidad,bajo,no
9050,0.45,0.72,4,149,3,0,0,marketing,bajo,no
5557,0.11,0.89,6,254,4,0,0,tecnica,bajo,si
4361,0.1,0.94,7,287,4,0,0,soporte,medio,si
6705,0.77,0.9,4,104,5,0,0,gestión de productos,bajo,no
3122,0.61,0.82,3,209,2,0,0,ventas,bajo,no
1567,0.66,0.72,4,137,3,0,0,tecnica,bajo,no
3591,0.72,0.79,4,192,4,0,0,ventas,bajo,no
2894,0.56,0.81,3,145,2,0,0,gestión de productos,bajo,no
1888,0.16,0.57,5,144,4,1,0,gestión de productos,bajo,no
8192,0.13,0.52,6,188,3,0,0,ventas,medio,no
3554,0.55,0.4,3,158,3,0,0,RRHH,bajo,no
8672,0.76,0.95,2,156,4,0,0,soporte,alto,no
7189,0.84,1,4,261,5,0,0,ventas,bajo,si
9480,0.99,0.68,4,238,3,0,0,TI,bajo,no
9729,0.83,0.98,4,254,5,0,0,tecnica,bajo,si
7470,0.37,0.54,2,132,3,0,0,tecnica,bajo,si
1e4,0.37,0.71,2,139,4,0,0,ImásD,alto,no
8032,0.91,0.81,4,135,2,0,0,marketing,bajo,no
1064,0.86,0.96,4,167,3,0,0,soporte,alto,no
4281,0.49,0.49,4,212,7,0,0,gestión de productos,medio,no
6048,0.49,1,3,176,3,0,0,soporte,medio,no
1476,0.8,0.79,5,240,2,0,0,soporte,bajo,no
5410,0.59,0.99,3,235,2,0,0,dirección,medio,no
4306,0.49,0.57,2,213,3,1,0,gestión de productos,bajo,no
77,0.62,0.98,4,107,2,0,0,ventas,bajo,no
1955,0.86,0.51,3,185,2,0,0,tecnica,medio,no
8482,0.81,0.92,5,259,3,0,0,TI,bajo,no
8029,0.27,0.85,5,142,6,0,0,ventas,medio,no
8433,0.42,0.44,3,183,2,0,0,gestión de productos,medio,no
1597,0.89,0.77,4,269,4,0,0,ventas,medio,no
4146,0.59,0.75,4,194,2,0,0,tecnica,bajo,no
4907,0.77,0.87,4,242,6,0,0,ventas,bajo,si
6850,0.59,0.54,4,178,2,0,0,soporte,medio,no
9416,0.78,0.89,4,137,3,0,0,TI,medio,no
4634,0.42,0.86,2,108,5,0,0,tecnica,alto,no
1705,0.37,0.41,2,113,3,0,1,ImásD,medio,no
6961,0.72,0.72,4,175,4,0,0,tecnica,bajo,no
6098,0.11,0.78,7,278,4,0,0,ventas,bajo,si
2373,0.89,0.97,4,264,5,0,0,marketing,bajo,si
1726,0.88,0.9,2,233,3,0,0,soporte,bajo,no
4994,0.65,0.72,3,134,3,0,0,ventas,bajo,no
5586,0.3,0.55,6,178,2,0,0,tecnica,bajo,no
3531,0.64,0.91,5,246,3,0,0,RRHH,bajo,no
6555,0.5,0.48,3,246,3,0,0,ImásD,medio,no
5123,0.51,0.41,2,164,4,0,0,ventas,medio,no
1226,0.98,0.5,4,207,3,0,0,marketing,bajo,no
9699,0.48,0.93,3,219,6,0,0,tecnica,bajo,si
6570,0.78,0.6,4,143,2,0,1,ventas,medio,no
764,0.1,0.94,6,285,4,0,0,soporte,medio,si
2368,0.72,0.8,5,244,3,0,0,TI,medio,no
8352,0.72,0.85,5,244,6,0,0,ventas,bajo,si
8957,0.86,0.91,4,147,3,0,0,tecnica,medio,no
2572,0.63,0.55,4,200,3,1,0,ImásD,bajo,no
4397,0.48,0.71,2,162,3,1,0,ventas,alto,no
7685,0.28,0.77,3,221,3,0,0,ventas,alto,no
2536,0.53,0.77,2,271,2,0,0,tecnica,bajo,no
2895,0.92,0.6,5,236,3,1,1,ventas,medio,no
4589,0.58,0.57,5,105,6,0,0,gestión de productos,medio,no
3756,0.63,0.8,4,243,2,0,0,ventas,medio,no
828,0.75,0.83,5,262,5,0,0,gestión de productos,bajo,si
6407,0.66,0.53,3,164,6,0,0,soporte,bajo,no
8527,0.67,0.49,3,224,3,0,0,TI,bajo,no
5682,0.78,0.58,3,241,3,1,0,ventas,medio,no
9163,0.41,0.56,2,143,3,0,0,tecnica,bajo,si
2958,0.37,0.52,4,211,4,0,0,RRHH,bajo,no
113,0.95,0.49,4,229,3,0,0,gestión de productos,medio,no
5626,0.93,0.57,3,141,2,0,0,tecnica,bajo,no
518,0.63,0.96,4,133,2,0,0,tecnica,bajo,no
4025,0.95,0.45,3,225,2,0,0,gestión de productos,bajo,no
928,0.79,0.48,5,200,3,0,0,ventas,bajo,no
5111,0.45,0.76,4,143,2,1,0,soporte,medio,no
424,0.76,0.84,5,137,4,0,0,TI,alto,no
6034,0.38,0.53,2,140,3,0,0,ventas,bajo,si
5010,0.98,0.54,5,260,3,0,0,soporte,medio,no
1847,0.11,0.92,6,305,4,0,0,tecnica,bajo,si
9947,0.09,0.95,6,304,4,0,0,ventas,bajo,si
439,0.36,0.82,4,218,5,0,0,ImásD,bajo,no
8479,0.45,0.45,2,154,3,1,0,soporte,medio,si
8026,0.91,0.99,5,254,5,0,0,tecnica,medio,si
1979,0.79,0.94,4,232,5,0,0,tecnica,medio,si
419,0.58,0.71,3,230,3,1,0,ventas,medio,no
2629,0.5,0.71,4,163,8,0,1,RRHH,medio,no
9627,0.59,0.64,5,269,3,0,0,soporte,medio,no
6072,0.23,0.79,5,196,5,1,0,soporte,bajo,no
8163,0.58,0.43,3,224,6,0,0,RRHH,bajo,no
1018,0.21,0.9,2,239,2,0,0,tecnica,bajo,no
8609,0.84,0.49,4,178,3,0,0,soporte,medio,no
6620,0.66,0.87,3,186,2,0,0,TI,medio,no
9624,0.48,0.78,2,198,2,0,0,tecnica,medio,si
4940,0.39,0.5,4,294,3,0,0,tecnica,bajo,si
1917,0.63,0.77,5,210,3,0,0,ImásD,medio,no
4838,0.88,0.83,4,163,3,0,0,RRHH,bajo,no
3399,0.99,0.94,5,151,3,0,0,gestión de productos,medio,no
1486,0.41,0.7,2,151,3,1,0,contabilidad,bajo,no
4571,0.87,1,4,228,5,0,0,soporte,medio,si
7347,0.79,0.49,3,137,2,0,0,TI,medio,no
1502,0.3,0.91,4,248,4,0,0,dirección,bajo,no
3277,0.15,0.68,5,246,2,0,0,ventas,bajo,no
2559,0.1,0.82,6,266,4,0,0,TI,bajo,si
257,0.48,0.85,3,279,4,0,0,TI,bajo,no
7908,0.61,0.89,2,287,4,0,0,ventas,medio,no
9074,0.44,0.5,2,128,3,0,0,soporte,bajo,si
8033,0.55,0.63,3,201,2,1,0,soporte,alto,no
200,0.86,0.94,5,224,5,0,0,marketing,medio,si
1307,0.5,0.83,5,258,2,0,0,TI,bajo,no
8233,0.58,0.53,3,287,5,0,0,TI,bajo,no
4429,0.15,0.89,3,251,4,0,0,marketing,alto,no
2532,0.74,0.55,4,262,3,0,0,soporte,bajo,no
3722,0.7,0.88,3,159,2,0,0,TI,alto,no
5661,0.89,0.39,6,190,3,1,0,ImásD,medio,no
1272,0.91,0.7,4,134,2,0,0,tecnica,medio,no
6346,0.75,0.94,5,194,4,0,0,tecnica,bajo,no
2409,0.93,0.87,3,154,3,1,0,TI,bajo,no
1759,0.62,0.68,4,251,4,0,0,marketing,medio,no
2331,0.11,0.96,6,280,4,0,0,soporte,bajo,si
5939,0.83,0.8,5,223,3,0,0,tecnica,bajo,no
8126,0.62,0.92,5,169,2,0,0,ventas,medio,no
8199,0.78,0.99,4,255,6,0,0,ventas,bajo,si
1115,0.68,0.63,5,185,4,0,0,tecnica,medio,no
1627,0.41,0.96,6,171,5,1,0,soporte,medio,no
8594,0.76,0.81,3,175,3,0,0,ImásD,medio,no
8898,0.86,0.92,4,229,4,0,0,contabilidad,medio,no
5312,0.75,0.64,4,247,3,1,0,ventas,medio,no
5576,0.69,0.97,5,105,4,0,0,ventas,bajo,no
1971,0.96,0.85,5,168,2,0,0,soporte,bajo,no
4300,0.11,0.88,6,294,4,0,0,TI,medio,si
6874,0.83,1,5,263,5,0,0,tecnica,medio,si
5318,0.78,0.96,4,241,5,0,0,tecnica,bajo,si
8795,0.1,0.79,6,271,4,0,0,tecnica,medio,si
6904,0.37,0.54,2,149,3,0,0,soporte,bajo,si
2211,0.65,1,4,249,3,0,0,ventas,medio,no
4882,0.52,0.75,4,266,3,0,0,marketing,medio,no
7615,0.91,0.94,5,159,3,0,0,tecnica,bajo,no
9880,0.31,0.63,3,150,3,1,0,ventas,medio,no
4995,0.63,0.97,4,234,2,0,0,tecnica,medio,no
5499,0.27,0.75,5,264,3,0,0,tecnica,medio,no
2360,0.99,0.97,4,211,2,0,1,marketing,bajo,no
5006,0.44,0.4,3,120,6,0,0,tecnica,bajo,no
8887,0.42,0.54,2,156,3,0,0,ventas,medio,si
4874,0.89,0.77,5,232,3,0,0,ventas,bajo,no
5888,0.95,0.73,3,243,3,1,0,ventas,medio,no
6756,0.63,0.9,4,245,3,0,0,tecnica,bajo,no
3951,0.71,0.58,3,194,4,0,0,ventas,bajo,no
7732,0.53,0.56,4,249,2,0,0,ventas,medio,no
2020,0.5,1,5,264,8,0,1,contabilidad,alto,no
1008,0.73,0.74,4,214,3,0,0,ventas,alto,no
1779,0.92,0.75,4,212,3,0,0,ventas,bajo,no
5413,0.2,0.59,5,105,4,0,0,tecnica,alto,no
4695,0.12,0.8,5,136,2,0,0,tecnica,bajo,si
3386,0.97,0.82,4,176,2,0,0,ventas,bajo,no
4747,0.83,0.92,5,267,6,0,0,soporte,bajo,si
3962,0.74,0.93,5,140,3,0,0,tecnica,medio,no
2470,0.64,0.9,6,143,5,0,0,soporte,alto,no
5766,0.25,0.46,4,214,4,0,0,tecnica,medio,si
4750,0.88,0.72,3,193,4,0,0,ventas,bajo,no
5791,0.67,0.51,5,182,3,0,0,dirección,bajo,no
8964,0.44,0.48,2,148,3,0,0,ventas,bajo,si
2964,0.84,0.99,2,184,2,0,0,ventas,alto,no
7197,0.46,0.86,2,212,4,0,0,ventas,medio,si
2821,0.93,0.92,5,189,2,0,0,ImásD,bajo,no
580,0.98,0.99,3,235,3,0,0,ventas,bajo,no
3956,0.75,0.53,4,224,4,1,0,soporte,medio,no
7096,0.87,0.91,5,268,3,0,0,TI,bajo,no
8866,0.35,0.52,3,167,2,0,0,RRHH,bajo,no
4104,0.36,0.56,2,140,3,0,0,tecnica,medio,si
4966,0.14,0.83,5,175,6,1,0,TI,bajo,no
3737,0.45,0.5,2,150,3,0,0,soporte,bajo,si
8605,0.13,0.91,2,149,5,0,0,ventas,medio,no
9142,0.19,0.55,5,148,4,0,0,soporte,medio,no
8203,0.57,0.62,3,198,4,0,0,ventas,medio,no
7832,0.87,0.93,3,173,2,0,0,soporte,bajo,no
6491,0.77,0.74,6,247,3,0,0,dirección,bajo,no
6727,0.86,1,5,257,5,0,0,tecnica,medio,si
6053,0.51,0.5,5,251,3,1,0,ventas,bajo,no
1147,0.55,0.79,3,162,2,0,0,tecnica,bajo,no
5443,0.52,0.37,2,118,2,0,0,gestión de productos,alto,no
5664,0.09,0.9,7,289,4,0,0,gestión de productos,bajo,si
7995,0.51,0.74,3,271,4,0,0,ImásD,medio,no
6770,0.1,0.77,6,265,4,0,0,ventas,bajo,si
8852,0.95,0.48,4,228,2,0,0,ventas,medio,no
7662,0.87,0.6,5,165,2,1,0,marketing,alto,no
3403,0.69,0.8,5,203,2,1,0,soporte,alto,no
1454,0.76,0.81,5,270,4,0,0,tecnica,medio,no
4401,0.19,0.72,6,243,6,1,0,tecnica,bajo,no
9183,0.66,0.91,4,234,2,1,0,TI,medio,no
3870,0.52,0.79,4,234,3,0,0,soporte,bajo,no
3075,0.76,0.98,5,217,6,0,0,gestión de productos,medio,si
6160,0.75,0.87,4,193,3,0,0,ventas,medio,no
4193,0.66,0.51,4,254,2,0,0,ventas,medio,no
7541,0.97,0.54,5,185,2,0,0,ventas,medio,no
1432,0.86,0.82,3,263,6,0,0,ventas,alto,no
8236,0.46,0.82,2,189,5,0,0,gestión de productos,bajo,no
1731,0.99,0.51,4,232,3,0,0,ImásD,bajo,no
2337,0.76,0.92,4,239,5,0,0,gestión de productos,bajo,si
6449,0.64,0.53,4,163,3,0,0,soporte,medio,no
3310,0.67,0.67,4,141,2,1,0,ventas,bajo,no
8141,0.49,0.58,5,186,2,0,0,TI,alto,no
7829,0.88,0.88,4,222,3,1,1,ventas,medio,no
6197,0.91,0.69,4,259,3,0,0,soporte,alto,no
7609,0.51,0.39,3,149,3,0,0,marketing,bajo,no
2298,0.67,0.67,3,183,3,0,0,contabilidad,medio,no
8835,0.59,0.93,5,172,2,0,0,tecnica,medio,no
6116,0.37,0.5,2,135,3,0,0,gestión de productos,bajo,si
7723,0.9,0.53,3,270,3,0,0,ventas,medio,no
3955,0.47,0.56,4,165,3,0,0,ventas,medio,no
2937,0.65,0.74,4,228,2,1,0,TI,medio,no
3376,0.9,0.98,5,271,5,0,0,tecnica,bajo,si
854,0.7,0.9,4,216,3,0,0,soporte,bajo,no
231,0.77,0.42,4,98,2,0,0,ventas,bajo,no
8986,0.67,0.7,3,149,3,0,0,soporte,bajo,no
9093,0.42,0.46,2,141,3,0,0,marketing,medio,si
2684,0.83,0.92,5,267,6,0,0,soporte,bajo,si
5651,0.93,0.49,3,211,2,0,0,tecnica,medio,no
5516,0.41,0.55,2,148,3,0,0,ventas,bajo,si
725,0.8,0.8,4,229,4,0,0,ventas,bajo,no
7136,0.68,0.56,3,146,3,0,0,tecnica,bajo,no
1063,0.45,0.54,2,184,2,0,0,TI,bajo,no
3595,0.5,0.54,5,153,4,0,0,soporte,bajo,si
4189,0.09,0.95,6,292,4,0,0,ventas,medio,si
9105,0.57,0.54,4,167,3,0,0,tecnica,medio,no
6079,0.42,0.4,3,160,2,0,0,tecnica,bajo,no
3952,0.96,0.55,4,234,4,0,0,ImásD,medio,no
2850,0.37,0.5,2,131,3,0,0,ventas,medio,si
4046,0.1,0.55,2,247,4,0,0,ventas,medio,si
5903,0.77,0.94,5,226,6,0,0,soporte,bajo,si
4648,0.99,0.54,4,236,4,0,0,ventas,bajo,no
9454,0.74,0.91,4,232,5,0,0,tecnica,medio,si
7859,0.87,0.91,3,229,3,1,0,ventas,medio,no
6236,0.39,0.57,2,158,3,0,0,ventas,bajo,si
3550,0.9,0.85,5,162,2,0,0,gestión de productos,medio,no
5755,0.84,0.8,3,151,3,1,0,ImásD,bajo,no
6057,0.83,0.67,4,139,3,0,0,tecnica,medio,no
2198,0.78,0.54,3,161,3,0,0,soporte,medio,no
1678,0.38,0.51,2,137,3,0,0,soporte,bajo,si
4591,0.64,1,4,201,2,0,0,ventas,medio,no
2766,0.96,0.93,3,238,2,0,0,tecnica,bajo,no
6554,0.96,0.85,3,168,3,0,0,tecnica,medio,no
